AriaId,FileName,AriaOpera,AriaLabel,AriaName,Act,Scene,ActAndScene,Year,Decade,Composer,City,Territory,Character,Gender,Form,Key,KeySignature,KeySignatureType,Instrumentation,Scoring,Voices
702,Ale24M-Se_troppo-1755-Galuppi[3.04][0702].xml,Ale,Ale24M,Se_troppo,3,4,304,1755,1750s,Baldassare Galuppi,Venice,Italy,Cleofide,Female,Dal segno,C,n,n,"bn,vn,va,bs","bn,sop,vnI,vnII,va,bs",sop
703,Ale26M-Serbati_a-1755-Galuppi[3.06][0703].xml,Ale,Ale26M,Serbati_a,3,6,306,1755,1750s,Baldassare Galuppi,Venice,Italy,Alessandro,Male,Dal segno,G,s,s,"vn,va,bs","ten,vnI,vnII,va,bs",ten
704,Ale27M-Finche_rimango-1755-Galuppi[3.07][0704].xml,Ale,Ale27M,Finche_rimango,3,7,307,1755,1750s,Baldassare Galuppi,Venice,Italy,Timagene,Male,Dal segno,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
705,Ale28M-Dove_si-1755-Galuppi[3.09][0705].xml,Ale,Ale28M,Dove_si,3,9,309,1755,1750s,Baldassare Galuppi,Venice,Italy,Poro,Male,Da capo,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
706,Ale29M-Mio_ben-1738-Galuppi[3.10][0706].xml,Ale,Ale29M,Mio_ben,3,10,310,1738,1730s,Baldassare Galuppi,Venice,Italy,Gandarte,Male,Dal segno,F,b,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
707,Ale30M-Son_confusa-1755-Galuppi[3.11][0707].xml,Ale,Ale30M,Son_confusa,3,11,311,1755,1750s,Baldassare Galuppi,Venice,Italy,Erissena,Female,Dal segno,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,alt,vnI,vnII,va,bs",alt
708,Ale31M-Ombra_dell-1755-Galuppi[3.12][0708].xml,Ale,Ale31M,Ombra_dell,3,12,312,1755,1750s,Baldassare Galuppi,Venice,Italy,Cleofide,Female,AA',D,ss,s,"fl,vn,va,bs","fl,sop,vnI,vnII,va,bs",sop
709,Ale16M-Digli_che-1755-Perez[2.09][0709].xml,Ale,Ale16M,Digli_che,2,9,209,1755,1750s,Davide Perez,Lisbon,Portugal,Ceofide,Female,Dal segno,Eb,bbb,b,"hn,vn,va,bs","hnI,hnII,sop,vnI,vnII,va,bs",sop
71,Did17M-L_augelletto-1739-Lampugnani[2.04][0071].xml,Did,Did17M,L_augelletto,2,04,204,1739,1730s,Giovanni Battista Lampugnani,Padua,Italy,Araspe,Male,Dal segno,F,b,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
710,Ale17M-Destrier_che-1755-Perez[2.10][0710].xml,Ale,Ale17M,Destrier_che,2,10,210,1755,1750s,Davide Perez,Lisbon,Portugal,Poro,Male,Dal segno,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
711,Ale19M-Se_e-1755-Perez[2.12][0711].xml,Ale,Ale19M,Se_e,2,12,212,1755,1750s,Davide Perez,Lisbon,Portugal,Alessandro,Male,Dal segno,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
712,Ale20M-Se_il-1755-Perez[2.13][0712].xml,Ale,Ale20M,Se_il,2,13,213,1755,1750s,Davide Perez,Lisbon,Portugal,Cleofide,Female,Dal segno,g,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
713,Ale21M-Se_viver-1755-Perez[2.14][0713].xml,Ale,Ale21M,Se_viver,2,14,214,1755,1750s,Davide Perez,Lisbon,Portugal,Gandarte,Male,Dal segno,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
714,Ale22M-Di_rendermi-1755-Perez[2.15][0714].xml,Ale,Ale22M,Di_rendermi,2,15,215,1755,1750s,Davide Perez,Lisbon,Portugal,Erissena,Female,Dal segno,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
715,Ale24M-Se_troppo-1755-Perez[3.01][0715].xml,Ale,Ale24M,Se_troppo,3,1,301,1755,1750s,Davide Perez,Lisbon,Portugal,Cleofide,Female,Dal segno,G,s,s,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,sop,vnI,vnII,va,bs",sop
716,Ale27M-Finche_rimango-1755-Perez[3.05][0716].xml,Ale,Ale27M,Finche_rimango,3,5,305,1755,1750s,Davide Perez,Lisbon,Portugal,Timagene,Male,Dal segno,D,ss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
718,Ale30M-Son_confusa-1755-Perez[3.09][0718].xml,Ale,Ale30M,Son_confusa,3,9,309,1755,1750s,Davide Perez,Lisbon,Portugal,Erissena,Female,Dal segno,F,b,b,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,sop,vnI,vnII,va,bs",sop
719,Ale26M-Serbati_a-1755-Perez[3.04][0719].xml,Ale,Ale26M,Serbati_a,3,4,304,1755,1750s,Davide Perez,Lisbon,Portugal,Alessandro,Male,Dal segno,Bb,bb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
72,Did19M-Vedi_nel-1739-Lampugnani[2.08][0072].xml,Did,Did19M,Vedi_nel,2,08,208,1739,1730s,Giovanni Battista Lampugnani,Padua,Italy,Enea,Male,Da capo,D,ss,s,"hn,vn,va,bs","hnI,hnII,sop,vnI,vnII,va,bs",sop
721,Ale02M-Vedrai_con-1731-Hasse[1.03][0721].xml,Ale,Ale02M,Vedrai_con,1,3,103,1731,1730s,Johann Adolph Hasse,Dresden,Empire,Poro,Male,Dal segno,D,ss,s,"fl,ob,hn,vn,va,bs","flI,flII,obI,obII,hnI,hnII,alt,vnI,vnII,va,bs",alt
722,Ale03M-Vil_trofeo-1731-Hasse[1.04][0722].xml,Ale,Ale03M,Vil_trofeo,1,4,104,1731,1730s,Johann Adolph Hasse,Dresden,Empire,Alessandro,Female,Dal segno,G,s,s,"fl,ob,vn,va,bs","flI,flII,obI,obII,alt,vnI,vnII,va,bs",alt
723,Ale04M-Chi_vive-1731-Hasse[1.05][0723].xml,Ale,Ale04M,Chi_vive,1,5,105,1731,1730s,Johann Adolph Hasse,Dresden,Empire,Erissena,Female,Dal segno,Bb,bb,b,"fl,ob,vn,va,bs","flI,flII,obI,obII,sop,vnI,vnII,va,bs",sop
725,Ale06M-Se_mai-1731-Hasse[1.07][0725].xml,Ale,Ale06M,Se_mai,1,7,107,1731,1730s,Johann Adolph Hasse,Dresden,Empire,Poro,Male,AA',D,ss,s,"vn,va,bs","alt,vnI,vnII,va,bs",alt
726,Ale07M-Se_mai-1731-Hasse[1.08][0726].xml,Ale,Ale07M,Se_mai,1,8,108,1731,1730s,Johann Adolph Hasse,Dresden,Empire,Cleofide,Female,Dal segno,G,s,s,"fl,ob,vn,va,bs","flI,flII,obI,obII,sop,vnI,vnII,va,bs",sop
727,Ale08M-Se_possono-1731-Hasse[1.10][0727].xml,Ale,Ale08M,Se_possono,1,10,110,1731,1730s,Johann Adolph Hasse,Dresden,Empire,Poro,Male,Da capo,A,sss,s,"fl,ob,vn,va,bs","flI,flII,obI,obII,alt,vnI,vnII,va,bs",alt
729,Ale10M-Voi_che-1731-Hasse[1.12][0729].xml,Ale,Ale10M,Voi_che,1,12,112,1731,1730s,Johann Adolph Hasse,Dresden,Empire,Gandarte,Male,Dal segno,Bb,bb,b,"fl,ob,vn,va,bs","flI,flII,obI,obII,sop,vnI,vnII,va,bs",sop
730,Ale11M-Se_amore-1731-Hasse[1.16][0730].xml,Ale,Ale11M,Se_amore,1,16,116,1731,1730s,Johann Adolph Hasse,Dresden,Empire,Alessandro,Male,Dal segno,Eb,bbb,b,"fl,ob,vn,va,bs","flI,flII,obI,obII,alt,vnI,vnII,va,bs",alt
731,Ale06M-Ale07M-Se_mai-1731-Hasse[1.17][0731].xml,Ale,Ale06M-Ale07M,Se_mai,1,17,117,1731,1730s,Johann Adolph Hasse,Dresden,Empire,Cleofide&Poro,Female,Da capo,G,s,s,"fl,ob,vn,va,bs","flI,flII,obI,obII,sop,alt,vnI,vnII,va,bs","sop,alt"
735,Ale16M-Digli_che-1731-Hasse[2.09][0735].xml,Ale,Ale16M,Digli_che,2,09,209,1731,1730s,Johann Adolph Hasse,Dresden,Empire,Cleofide,Female,Dal segno,E,ssss,s,"fl,ob,vn,va,bs","flI,flII,obI,obII,sop,vnI,vnII,va,bs",sop
736,Ale18M-E_ver-1731-Hasse[2.11][0736].xml,Ale,Ale18M,E_ver,2,11,211,1731,1730s,Johann Adolph Hasse,Dresden,Empire,Timagene,Male,Dal segno,G,s,s,"fl,ob,vn,va,bs","flI,flII,obI,obII,alt,vnI,vnII,va,bs",alt
737,Ale19M-Se_e-1731-Hasse[2.12][0737].xml,Ale,Ale19M,Se_e,2,12,212,1731,1730s,Johann Adolph Hasse,Dresden,Empire,Alessandro,Male,Dal segno,C,n,n,"fl,ob,vn,va,bs","flI,flII,obI,obII,alt,vnI,vnII,va,bs",alt
742,Ale24M-Se_troppo-1731-Hasse[3.04][0742].xml,Ale,Ale24M,Se_troppo,3,4,304,1731,1730s,Johann Adolph Hasse,Dresden,Empire,Cleofide,Female,Dal segno,Bb,bb,b,"fl,ob,vn,va,bs","flI,flII,obI,obII,sop,vnI,vnII,va,bs",sop
746,Ale28M-Dove_si-1731-Hasse[3.09][0746].xml,Ale,Ale28M,Dove_si,3,9,309,1731,1730s,Johann Adolph Hasse,Dresden,Empire,Poro,Male,Dal segno,Bb,bb,b,"fl,ob,vn,va,bs","flI,flII,obI,obII,alt,vnI,vnII,va,bs",alt
748,Ale02M-Vedrai_con-1769-Kozeluch[1.02][0748].xml,Ale,Ale02M,Vedrai_con,1,2,102,1769,1760s,Leopold Kozeluch,Prague,Empire,Poro,Male,Dal segno,D,ss,s,"ob,tpt,vn,va,bs","obI,obII,tptI,tptII,sop,vnI,vnII,va,bs",sop
749,Ale03M-Vil_trofeo-1769-Kozeluch[1.03][0749].xml,Ale,Ale03M,Vil_trofeo,1,3,103,1769,1760s,Leopold Kozeluch,Prague,Empire,Alessandro,Male,Dal segno,Bb,bb,b,"ob,bn,hn,vn,va,bs","obI,obII,bn,hnI,hnII,ten,vnI,vnII,vaI,vaII,bs",ten
75,Did04M-Tu_mi_scorgi-1760-Bernasconi[1.06][0075].xml,Did,Did04M,Tu_mi_scorgi,1,6,106,1760,1760s,Andrea Bernasconi,Venice,Italy,Osmida,Male,Dal segno,Bb,bb,b,"vn,va,bs","ten,vnI,vnII,va,bs",ten
750,Ale04M-Chi_vive-1769-Kozeluch[1.04][0750].xml,Ale,Ale04M,Chi_vive,1,4,104,1769,1760s,Leopold Kozeluch,Prague,Empire,Erissena,Female,Dal segno,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
751,Ale05M-O_sugli-1769-Kozeluch[1.05][0751].xml,Ale,Ale05M,O_sugli,1,5,105,1769,1760s,Leopold Kozeluch,Prague,Empire,Timagene,Male,Dal segno,C,n,n,"hn,vn,va,bs","hnI,hnII,ten,vnI,vnII,va,bs",ten
752,Ale06M-Se_mai-1769-Kozeluch[1.06][0752].xml,Ale,Ale06M,Se_mai,1,6,106,1769,1760s,Leopold Kozeluch,Prague,Empire,Poro,Male,AA',G,s,s,"vn,va,bs","sop,vnI,vnII,vaI,vaII,bs",sop
753,Ale07M-Se_mai-1769-Kozeluch[1.06][0753].xml,Ale,Ale07M,Se_mai,1,6,106,1769,1760s,Leopold Kozeluch,Prague,Empire,Cleofide,Female,Dal segno,Eb,bbb,b,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,sop,vnI,vnII,va,bs",sop
754,Ale10M-Voi_che-1769-Kozeluch[1.11][0754].xml,Ale,Ale10M,Voi_che,1,11,111,1769,1760s,Leopold Kozeluch,Prague,Empire,Gandarte,Male,Dal segno,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
755,Ale06M-Ale07M-Se_mai-1769-Kozeluch[1.16][0755].xml,Ale,Ale06M-Ale07M,Se_mai,1,16,116,1769,1760s,Leopold Kozeluch,Prague,Empire,Cleofide,Female,ABAB,E,ssss,s,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,sop,sop,vnI,vnII,vaI,vaII,bs",sop
757,Ale12M-Non_sarei-1769-Kozeluch[2.04][0757].xml,Ale,Ale12M,Non_sarei,2,04,204,1769,1760s,Leopold Kozeluch,Prague,Empire,Erissena,Female,Dal segno,C,n,n,"tpt,vn,va,bs","tptI,tptII,sop,vnI,vnII,vaI,vaII,bs",sop
758,Ale16M-Digli_che-1769-Kozeluch[2.09][0758].xml,Ale,Ale16M,Digli_che,2,9,209,1769,1760s,Leopold Kozeluch,Prague,Empire,Cleofide,Female,Dal segno,A,sss,s,"ob,hn,vn,va,bs","ob,hnI,hnII,sop,vnI,vnII,va,bs",sop
759,Ale17M-Destrier_che-1769-Kozeluch[2.10][0759].xml,Ale,Ale17M,Destrier_che,2,10,210,1769,1760s,Leopold Kozeluch,Prague,Empire,Poro,Male,Dal segno,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
76,Did06M-Se_dalle-1760-Bernasconi[1.08][0076].xml,Did,Did06M,Se_dalle,1,8,108,1760,1760s,Andrea Bernasconi,Venice,Italy,Araspe,Male,Dal segno,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,alt,vnI,vnII,va,bs",alt
760,Ale19M-Se_e-1769-Kozeluch[2.12][0760].xml,Ale,Ale19M,Se_e,2,12,212,1769,1760s,Leopold Kozeluch,Prague,Empire,Alessandro,Male,Dal segno,G,s,s,"fl,bn,hn,vn,va,bs","flI,flII,bn,hnI,hnII,ten,vnI,vnII,va,bs",ten
761,Ale20M-Se_il-1769-Kozeluch[2.15][0761].xml,Ale,Ale20M,Se_il,2,15,215,1769,1760s,Leopold Kozeluch,Prague,Empire,Cleofide,Female,Dal segno,f,bbbb,b,"hn,vn,va,vc,bs","hnI,hnI,hnII,hnII,sop,vnI,vnII,vaI,vaII,vc,bs",sop
762,Ale26M-Serbati_a-1769-Kozeluch[3.06][0762].xml,Ale,Ale26M,Serbati_a,3,6,306,1769,1760s,Leopold Kozeluch,Prague,Empire,Alessandro,Male,Dal segno,C,n,n,"ob,tpt,vn,va,bs","obI,obII,tptI,tptII,ten,vnI,vnII,va,bs",ten
763,Ale28M-Dove_si-1769-Kozeluch[3.09][0763].xml,Ale,Ale28M,Dove_si,3,9,309,1769,1760s,Leopold Kozeluch,Prague,Empire,Poro,Male,Dal segno,g,bb,b,"vn,va,bs","sop,vnI,vnII,vaI,vaII,bs",sop
764,Ale29M-Mio_ben-1769-Kozeluch[3.10][0764].xml,Ale,Ale29M,Mio_ben,3,10,310,1769,1760s,Leopold Kozeluch,Prague,Empire,Gandarte,Male,ABA,F,b,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
765,Ale30M-Son_confusa-1769-Kozeluch[3.11][0765].xml,Ale,Ale30M,Son_confusa,3,11,311,1769,1760s,Leopold Kozeluch,Prague,Empire,Erissena,Female,ABA,D,ss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
766,Ale31M-Ombra_dell-1769-Kozeluch[3.12][0766].xml,Ale,Ale31M,Ombra_dell,3,12,312,1769,1760s,Leopold Kozeluch,Prague,Empire,Cleofide,Female,AA',G,s,s,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,sop,vnI,vnII,va,bs",sop
767,Did07M-Quando_saprai-1764-Galuppi[1.10][0767].xml,Did,Did07M,Quando_saprai,1,10,110,1764,1760s,Baldassare Galuppi,Venice,Italy,Enea,Male,Dal segno,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
769,Did20M-Fosca_nube-1764-Galuppi[2.09][0769].xml,Did,Did20M,Fosca_nube,2,09,209,1764,1760s,Baldassare Galuppi,Venice,Italy,Iarba,Male,Da capo,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,ten,vnI,vnII,vaI,vaII,bs",ten
77,Did07M-Quando_saprai-1760-Bernasconi[1.10][0077].xml,Did,Did07M,Quando_saprai,1,10,110,1760,1760s,Andrea Bernasconi,Venice,Italy,Enea,Male,Da capo,F,b,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
773,Did12M-Non_ha-1764-Galuppi[1.17][0773].xml,Did,Did12M,Non_ha,1,17,117,1764,1760s,Baldassare Galuppi,Venice,Italy,Didone,Female,Dal segno,c,bbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
777,Dem03M-Per_lei-1752-Perez[1.03][0777].xml,Dem,Dem03M,Per_lei,1,3,103,1752,1750s,Davide Perez,Lisbon,Portugal,Demofoonte,Male,Dal segno,D,ss,s,"ob,hn,tpt,vn,va,bs","obI,obII,hnI,hnII,tptI,tptII,ten,vnI,vnII,va,bs",ten
779,Dem04M-Sperai_vicino-1752-Perez[1.05][0779].xml,Dem,Dem04M,Sperai_vicino,1,5,105,1752,1750s,Davide Perez,Lisbon,Portugal,Timante,Male,Dal segno,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
78,Did09M-Son_quel-1760-Bernasconi[1.13][0078].xml,Did,Did09M,Son_quel,1,13,113,1760,1760s,Andrea Bernasconi,Venice,Italy,Iarba,Male,Dal segno,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnI,hnII,hnII,ten,vnI,vnII,va,bs",ten
780,Dem05M-Tintendo_ingrata-1752-Perez[1.06][0780].xml,Dem,Dem05M,Tintendo_ingrata,1,6,106,1752,1750s,Davide Perez,Lisbon,Portugal,Cherinto,Male,A,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
781,Dem06M-Non_curo-1752-Perez[1.08][0781].xml,Dem,Dem06M,Non_curo,1,8,108,1752,1750s,Davide Perez,Lisbon,Portugal,Creusa,Female,Dal segno,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
782,Dem07M-Il_suo-1752-Perez[1.09][0782].xml,Dem,Dem07M,Il_suo,1,9,109,1752,1750s,Davide Perez,Lisbon,Portugal,Cherinto,Male,Dal segno,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
783,Dem08M-Padre_perdona-1752-Perez[1.13][0783].xml,Dem,Dem08M,Padre_perdona,1,13,113,1752,1750s,Davide Perez,Lisbon,Portugal,Dircea,Female,Dal segno,Eb,bbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
784,Dem09M-Se_ardire-1752-Perez[1.14][0784].xml,Dem,Dem09M,Se_ardire,1,14,114,1752,1750s,Davide Perez,Lisbon,Portugal,Timante,Male,Dal segno,F,b,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
785,Dem11M-Prudente_mi-1752-Perez[2.02][0785].xml,Dem,Dem11M,Prudente_mi,2,2,202,1752,1750s,Davide Perez,Lisbon,Portugal,Timante,Male,Dal segno,E,ssss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
786,Dem12M-Se_tronca-1752-Perez[2.03][0786].xml,Dem,Dem12M,Se_tronca,2,3,203,1752,1750s,Davide Perez,Lisbon,Portugal,Demofoonte,Male,Dal segno,Bb,bb,b,"vn,va,bs","ten,vnI,vnII,va,bs",ten
787,Dem13M-E_soccorso-1752-Perez[2.04][0787].xml,Dem,Dem13M,E_soccorso,2,4,204,1752,1750s,Davide Perez,Lisbon,Portugal,Matusio,Male,Dal segno,C,n,n,"vn,va,bs","ten,vnI,vnII,va,bs",ten
788,Dem15M-No_non-1752-Perez[2.07][0788].xml,Dem,Dem15M,No_non,2,7,207,1752,1750s,Davide Perez,Lisbon,Portugal,Cherinto,Male,Dal segno,E,ssss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
789,Dem16M-Felice_eta-1752-Perez[2.08][0789].xml,Dem,Dem16M,Felice_eta,2,8,208,1752,1750s,Davide Perez,Lisbon,Portugal,Creusa,Female,Dal segno,D,ss,s,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,sop,vnI,vnII,va,bs",sop
79,Did03M-Son_regina-1794-Paisiello[1.05][0079].xml,Did,Did03M,Son_regina,1,5,105,1794,1790s,Giovanni Paisiello,Naples,Italy,Didone,Female,ABAB,C,n,n,"ob,bn,hn,tpt,vn,va,bs","obI,obII,bnI,bnII,hnI,hnII,tptI,tptII,sop,vnI,vnII,va,bs",sop
790,Dem17M-Perfidi_gia-1752-Perez[2.10][0790].xml,Dem,Dem17M,Perfidi_gia,2,10,210,1752,1750s,Davide Perez,Lisbon,Portugal,Demofoonte,Male,Dal segno,F,b,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,ten,vnI,vnII,va,bs",ten
791,Dem18M-La_destra-1752-Perez[2.11][0791].xml,Dem,Dem18M,La_destra,2,11,211,1752,1750s,Davide Perez,Lisbon,Portugal,Timante,Female,Da capo,G,s,s,"hn,vn,va,bs","hnI,hnII,sop,sop,vnI,vnII,va,bs",sop
792,Dem19M-Non_odi-1752-Perez[3.01][0792].xml,Dem,Dem19M,Non_odi,3,1,301,1752,1750s,Davide Perez,Lisbon,Portugal,Adrasto,Male,Dal segno,F,b,b,"vn,va,bs","alt,vnI,vnII,va,bs",alt
793,Dem20M-Nel_tuo-1752-Perez[3.02][0793].xml,Dem,Dem20M,Nel_tuo,3,2,302,1752,1750s,Davide Perez,Lisbon,Portugal,Cherinto,Male,Dal segno,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
794,Dem21M-Ah_che-1752-Perez[3.03][0794].xml,Dem,Dem21M,Ah_che,3,3,303,1752,1750s,Davide Perez,Lisbon,Portugal,Matusio,Male,Dal segno,G,s,s,"vn,va,bs","ten,vnI,vnII,va,bs",ten
795,Dem23M-Odo_il-1752-Perez[3.06][0795].xml,Dem,Dem23M,Odo_il,3,06,306,1752,1750s,Davide Perez,Lisbon,Portugal,Demofoonte,Male,Dal segno,Eb,bbb,b,"ob,tpt,vn,va,bs","obI,obII,tptI,tptII,ten,vnI,vnII,va,bs",ten
796,Dem24M-Che_mai-1752-Perez[3.07][0796].xml,Dem,Dem24M,Che_mai,3,07,307,1752,1750s,Davide Perez,Lisbon,Portugal,Dircea,Female,Da capo,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
797,Dem25M-Non_dura-1752-Perez[3.08][0797].xml,Dem,Dem25M,Non_dura,3,08,308,1752,1750s,Davide Perez,Lisbon,Portugal,Creusa,Female,Dal segno,E,ssss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
798,Did18M-Ah_non_lasciarmi-1764-Galuppi[2.07][0798].xml,Did,Did18M,Ah_non_lasciarmi,2,07,207,1764,1760s,Baldassare Galuppi,Venice,Italy,Didone,Female,Dal segno,F,b,b,"ob,vn,va,bs","obI,obII,sop,vnI,vnII,vaI,vaII,bs",sop
799,Ale01M-E_prezzo-1774-Piccinni[1.01][0799].xml,Ale,Ale01M,E_prezzo,1,1,101,1774,1770s,Niccolò Piccinni,Naples,Italy,Gandarte,Male,ABAB,D,ss,s,"vn,va,bs","sop,vnI,vnII,vaI,vaII,bs",sop
80,Dem22M-Misero_pargoletto-1735-Leo[3.04][0080].xml,Dem,Dem22M,Misero_pargoletto,3,4,304,1735,1730s,Leonardo Leo,Naples,Italy,Timante,Male,Dal segno,f,bbbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
800,Ale07M-Se_mai-1774-Piccinni[1.06][0800].xml,Ale,Ale07M,Se_mai,1,6,106,1774,1770s,Niccolò Piccinni,Naples,Italy,Cleofide,Female,ABA,A,sss,s,"ob,hn,tpt,vn,va,bs","obI,obII,hnI,hnII,tptI,tptII,sop,vnI,vnII,vaI,vaII,bs",sop
802,Ale16M-Digli_che-1774-Piccinni[2.09][0802].xml,Ale,Ale16M,Digli_che,2,9,209,1774,1770s,Niccolò Piccinni,Naples,Italy,Cleofide,Female,ABA,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
804,Ale24M-Se_troppo-1774-Piccinni[3.01][0804].xml,Ale,Ale24M,Se_troppo,3,1,301,1774,1770s,Niccolò Piccinni,Naples,Italy,Cleofide,Female,ABA,d,b,b,"vn,va,bs","sop,vnI,vnII,vaI,vaII,bs",sop
805,Ale26M-Serbati_a-1774-Piccinni[3.03][0805].xml,Ale,Ale26M,Serbati_a,3,3,303,1774,1770s,Niccolò Piccinni,Naples,Italy,Alessandro,Male,ABAB,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
806,Ale29M-Mio_ben-1774-Piccinni[3.06][0806].xml,Ale,Ale29M,Mio_ben,3,6,306,1774,1770s,Niccolò Piccinni,Naples,Italy,Gandarte,Male,ABABA,Eb,bbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
807,Ale17M-Destrier_che-1774-Piccinni[2.16][0807].xml,Ale,Ale17M,Destrier_che,2,16,216,1774,1770s,Niccolò Piccinni,Naples,Italy,Poro,Male,ABA,A,sss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnI,hnII,hnII,sop,vnI,vnII,va,bs",sop
808,Dem05M-Tintendo_ingrata-1748-Hasse[1.05][0808].xml,Dem,Dem05M,Tintendo_ingrata,1,5,105,1748,1740s,Johann Adolph Hasse,Dresden,Empire,Cherinto,Male,Da capo,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
81,Dem22M-Misero_pargoletto-1743-Jommelli[3.05][0081].xml,Dem,Dem22M,Misero_pargoletto,3,05,305,1743,1740s,Niccolò Jommelli,Padua,Italy,Timante,Male,Da capo,D,ss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
811,Ale02M-Vedrai_con-1772-Anfossi[1.02][0811].xml,Ale,Ale02M,Vedrai_con,1,2,102,1772,1770s,Pasquale Anfossi,Rome,Italy,Poro,Male,Dal segno,C,n,n,"ob,hn,tpt,vn,va,bs","obI,obII,hnI,hnII,tptI,tptII,sop,vnI,vnII,va,bs",sop
812,Ale03MX-Non_ trionfa-1772-Anfossi[1.03][0812].xml,Ale,Ale03MX,Non_ trionfa,1,3,103,1772,1770s,Pasquale Anfossi,Rome,Italy,Alessandro,Male,Dal segno,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,ten,vnI,vnII,va,bs",ten
813,Ale04M-Chi_vive-1772-Anfossi[1.04][0813].xml,Ale,Ale04M,Chi_vive,1,4,104,1772,1770s,Pasquale Anfossi,Rome,Italy,Erissena,Female,ABA,G,s,s,"vn,va,bs","sop,vnI,vnII,vaI,vaII,bs",sop
814,Ale06M-Se_mai-1772-Anfossi[1.06][0814].xml,Ale,Ale06M,Se_mai,1,6,106,1772,1770s,Pasquale Anfossi,Rome,Italy,Poro,Male,A,Eb,bbb,b,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,sop,vnI,vnII,va,bs",sop
815,Ale07M-Se_mai-1772-Anfossi[1.07][0815].xml,Ale,Ale07M,Se_mai,1,7,107,1772,1770s,Pasquale Anfossi,Rome,Italy,Cleofide,Female,Dal segno,Bb,bb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
817,Ale06M-Ale07M-Se_mai-1772-Anfossi[1.16][0817].xml,Ale,Ale06M-Ale07M,Se_mai,1,16,116,1772,1770s,Pasquale Anfossi,Rome,Italy,Poro,Female,ABC,Bb,bb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,sop,vnI,vnII,va,bs",sop
